,Q1A,Q1B,Q1C,Q1D,Q1E,Q3,Q5B,Q6,Q7,Q11A,Q12,Q13A,Q13B,Q13C,Q14A,Q14B,Q14C,Q14D,Q14E,Q16,Q17,Q21A,Q21D,Q24A,Q27C,Q30,Q34,Q35,Q41B
688,1,-1,1,-1,1,1,-2,1,2,0,0,1,1,-1,1,1,1,1,1,1,-1,0,0,1,-1,0,1,2,-1
689,2,-2,1,2,0,1,1,1,2,0,-1,1,1,1,1,1,1,1,1,1,1,0,0,1,-1,0,-1,0.5,-1
690,2,2,2,2,1,1,2,-1,0,0,-1,1,1,1,-1,1,1,1,1,1,1,0,0,2,1,0,1,3,-1
691,-1,-1,2,-2,-2,1,2,-1,0,0,0,1,1,1,-1,1,-1,1,1,1,1,0,0,2,2,1,0,1,0
692,1,-1,1,2,1,1,2,1,1,-1,-1,1,1,1,0,1,1,1,1,1,1,0,0,-1,1,0,1,4,1
693,2,-1,1,1,-1,1,-1,1,1,1,-1,1,1,-1,-1,1,1,-1,1,1,-1,0,0,-1,-1,1,0,4,-1
694,1,2,2,2,1,1,2,1,2,0,0,1,1,-1,1,1,1,1,1,1,0,0,0,-2,-1,0,0,0.5,-1
695,1,1,1,2,2,1,2,1,1,-1,0,1,1,-1,0,1,1,1,1,1,-1,0,0,1,2,0,1,4,0
696,1,1,1,1,1,1,1,1,2,0,0,1,1,1,1,1,1,1,1,1,1,0,0,-1,1,0,1,0.5,-1
697,1,2,1,2,2,1,2,1,2,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,2,-1,1,3,-1
698,2,2,2,2,0,1,2,1,2,0,0,1,-1,-1,-1,1,1,1,1,-1,-1,0,0,0,2,0,-1,0.5,-1
699,1,2,1,2,2,1,-1,1,2,0,-1,1,1,-1,1,1,1,0,1,1,1,0,0,1,1,0,-1,0.5,-1
700,2,-1,2,2,-1,1,2,1,1,1,0,1,1,-1,1,1,1,-1,-1,1,-1,-1,-1,1,1,0,1,1,0
701,2,1,2,1,2,1,2,1,1,-1,0,1,-1,-1,1,1,1,1,1,-1,-1,1,1,-2,-2,0,1,5,0
702,-2,-1,-1,-2,-2,1,1,1,1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,-2,-2,0,0,0,0
703,1,-1,1,1,-1,1,-1,-1,0,0,1,1,1,-1,-1,1,1,1,1,-1,1,0,0,-1,1,1,0,2,1
704,2,2,2,2,-1,-1,1,1,2,0,0,-1,1,-1,1,1,1,1,1,1,-1,0,0,-2,-2,-1,-1,0.5,0
705,1,2,1,1,2,1,2,1,2,0,0,1,1,-1,1,1,1,1,-1,1,-1,0,0,-1,1,-1,1,2,-1
706,2,2,2,1,2,-1,2,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,2,1,0,1,1,0
707,2,-1,-1,2,-2,1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,0,1,2,0
708,1,2,2,2,2,1,2,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,2,-2,0,1,2,0
709,1,2,1,-1,-1,1,1,-1,0,0,0,1,1,1,-1,1,1,1,1,1,1,0,0,1,1,-1,0,0,0
710,1,2,2,2,0,1,2,-1,0,0,-1,-1,-1,-1,1,1,1,-1,1,1,1,0,0,1,1,-1,0,4,-1
711,1,2,-1,-1,2,1,2,1,1,-1,-1,1,1,1,-1,1,1,1,1,1,1,1,-1,-1,-1,0,1,0,0
712,1,1,1,2,1,1,1,1,2,0,1,1,1,-1,1,1,1,1,1,1,-1,0,0,1,-1,0,-1,0.5,-1
713,1,1,2,2,2,-1,2,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,-1,-1,1,0,1,0.5,-1
714,-1,-1,-1,1,2,1,1,1,1,-1,0,1,1,1,-1,1,1,1,1,1,1,1,1,1,2,0,1,2,-1
715,1,-1,-1,1,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,0,1,4,-1
716,-1,2,2,1,1,1,2,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,0,1,2,0
717,-2,-2,1,-2,-2,1,2,1,1,-1,0,1,0,-1,1,1,-1,-1,0,0,-1,0,0,1,-1,0,-1,0.5,-1
718,1,1,-1,1,2,1,2,-1,0,0,-1,1,1,0,1,1,1,1,1,1,-1,0,0,1,2,0,1,2,1
719,-2,-1,1,2,2,1,2,1,1,1,0,1,-1,-1,1,1,1,1,1,1,1,1,1,2,1,0,1,1,-1
720,1,2,2,2,1,1,1,1,2,0,0,1,1,-1,0,1,1,0,1,1,0,0,0,0,-1,-1,1,1,0
721,1,2,2,2,-1,1,2,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,-1,-1,1,1,-1,1,2,-1
722,-2,-2,1,-2,-2,1,-1,1,2,0,-1,1,1,1,1,1,1,1,1,1,1,0,0,-1,-1,0,-1,0.5,-1
723,2,1,1,2,1,1,2,1,2,0,1,1,1,-1,1,1,1,1,1,1,-1,0,0,-2,-2,0,-1,0.5,-1
724,2,-1,2,2,-1,1,1,-1,0,0,-1,1,1,1,1,1,1,1,1,1,1,0,0,2,-1,0,1,3,-1
725,1,1,2,-1,1,1,2,-1,0,0,0,1,1,-1,-1,1,1,-1,1,1,1,0,0,1,1,-1,0,0,0
726,1,2,2,2,1,1,-1,-1,0,0,0,1,1,-1,1,1,1,1,1,1,1,0,0,-1,-1,0,1,1,-1
727,2,2,-2,-1,1,1,-1,1,1,-1,0,1,1,1,-1,1,1,1,1,1,1,-1,-1,2,2,1,1,4,-1
728,0,2,2,2,1,1,2,-1,0,0,0,1,1,0,1,1,1,1,1,1,-1,0,0,0,2,-1,1,3,-1
729,2,2,2,2,2,1,2,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,1,2,-1
730,1,2,2,2,2,1,2,1,2,0,-1,1,-1,-1,-1,1,1,1,1,1,-1,0,0,2,-2,0,1,1,-1
731,2,1,2,2,2,1,2,-1,0,0,1,-1,-1,-1,1,1,1,1,-1,-1,-1,0,0,2,2,-1,0,2,-1
732,-1,-1,-1,2,-2,1,2,1,1,1,0,1,1,1,1,1,1,1,-1,1,-1,0,0,1,-1,0,0,0,0
733,2,2,2,2,1,1,2,1,1,1,0,1,1,-1,1,1,1,-1,1,-1,1,0,0,1,-1,-1,1,2,-1
734,2,1,2,2,-1,1,1,1,1,1,0,1,-1,-1,1,1,1,1,1,-1,1,1,1,-2,-1,0,-1,0.5,-1
735,2,-2,2,1,2,1,2,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,0,0,2,-2,0,1,1,-1
736,1,2,2,1,2,1,2,-1,0,0,1,1,1,-1,-1,1,1,1,-1,-1,1,0,0,2,2,1,0,5,0
737,1,1,2,2,1,1,2,1,1,1,-1,1,1,1,1,1,1,-2,1,1,1,-1,-1,-2,2,-1,1,5,1
738,2,-1,-1,2,2,1,-1,1,1,0,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,0,1,4,-1
739,1,1,1,2,1,1,-1,1,2,0,-1,1,1,-1,-1,1,1,0,-1,1,-1,0,0,-2,-2,1,1,2,-1
740,1,-2,1,1,1,1,-2,1,1,1,-1,1,1,-1,1,1,1,1,-1,-1,1,0,0,1,2,0,1,1,-1
741,1,-1,1,-1,-2,1,2,-1,0,0,0,1,1,-1,-1,1,1,-1,1,1,1,0,0,1,2,1,0,2,0
742,1,2,2,1,-1,1,2,-1,0,0,0,1,1,-1,-1,1,1,-1,1,1,-1,0,0,1,2,1,0,2,0
743,1,2,2,2,2,-1,2,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,-1,1,2,-1,1,2,-1
744,1,-2,2,2,-1,1,2,1,1,1,0,-1,-1,-1,1,1,1,1,1,-1,-1,1,-1,-2,1,0,1,1,-1
745,2,1,1,1,-1,1,2,-1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,2,1,0,2,0
746,2,-1,2,2,2,1,2,-1,0,0,-1,1,1,1,1,1,1,0,1,1,1,0,0,-1,2,0,0,0,-1
747,-2,1,2,1,-2,-1,-2,1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,0,-1
748,1,2,2,1,2,1,-2,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,2,0,1,2,0
749,2,1,2,1,1,-1,-2,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,-1,-1,1,1,0,1,5,0
750,1,-1,2,1,-1,-1,2,-1,0,0,1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,0,0,-1,-2,-1,0,0.5,-1
751,1,1,2,2,-2,1,2,1,2,0,1,-1,-1,-1,1,1,1,1,-1,-1,-1,0,0,-1,2,0,-1,0.5,-1
752,2,2,2,2,2,1,-2,-1,0,0,-1,1,1,1,1,1,1,1,1,1,1,0,0,2,-2,-1,0,3,-1
753,-1,2,-1,-2,-1,1,2,1,2,0,-1,1,1,1,1,1,1,1,1,1,1,0,0,0,-2,0,-1,0.5,-1
754,2,2,2,2,-2,-1,2,1,2,0,1,1,-1,-1,-1,1,1,1,1,-1,-1,0,0,2,-2,0,-1,0.5,-1
755,2,-1,2,2,-1,1,2,1,1,1,0,-1,1,1,1,1,1,-1,-1,1,-1,1,-1,2,1,0,1,0.5,0
756,-2,2,0,2,0,1,-2,-1,0,0,1,1,1,-1,-1,1,1,-1,1,-1,1,0,0,-1,-1,-1,0,0,0
757,2,1,1,1,2,1,2,-1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0.5,-1
758,2,2,2,1,2,1,2,-1,0,0,-1,1,1,1,-1,1,1,1,1,1,-1,0,0,2,1,0,-1,0.5,-1
759,-2,1,1,2,1,1,1,1,2,0,-1,1,1,-1,1,1,1,1,1,1,-1,0,0,1,2,0,-1,1,-1
760,2,2,-1,-1,-1,1,-2,1,2,0,0,1,1,-1,1,1,1,1,1,1,1,0,0,1,1,0,1,2,0
761,1,1,2,1,1,1,1,1,2,0,-1,1,1,1,1,1,1,1,1,-1,1,0,0,-1,1,0,1,1,-1
762,2,1,2,2,1,1,1,-1,0,0,-1,1,1,-1,1,1,1,1,1,1,1,0,0,-2,1,1,1,3,0
763,2,2,2,2,2,1,2,1,2,0,-1,1,1,-1,1,1,-1,1,1,1,1,0,0,1,1,0,-1,0.5,0
764,2,2,-2,1,1,1,2,1,2,0,0,1,1,1,-1,1,1,1,1,1,1,0,0,2,1,-1,1,3,-1
765,0,1,0,1,1,1,2,-1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,2,-1,1,5,-1
766,-1,-2,2,1,-2,-1,2,-1,0,0,0,0,0,0,1,1,1,1,1,1,-1,0,0,-2,1,-1,0,2,0
767,2,2,2,-2,-1,1,-2,-1,0,0,-1,1,1,1,-1,1,1,1,1,1,1,0,0,1,-2,0,0,0,0
768,1,1,2,2,0,0,2,1,2,0,0,-1,-1,-1,0,-1,1,1,-1,1,-1,0,0,-1,-1,0,1,3,-1
769,1,1,2,2,1,1,2,1,2,0,1,1,1,1,1,1,1,1,-1,1,-1,0,0,1,-1,0,1,2,-1
770,2,1,2,2,1,-1,2,-1,0,0,1,1,-1,-1,1,1,1,1,-1,1,-1,0,0,-2,2,-1,1,4,1
771,-2,2,2,-2,-2,1,1,-1,0,0,0,1,1,-1,1,1,1,1,-1,-1,-1,0,0,-2,1,-1,0,4,0
772,1,1,2,2,-1,1,2,1,1,1,1,1,-1,-1,1,1,1,1,-1,1,-1,-1,-1,-1,2,1,0,0.5,-1
773,2,2,2,2,2,1,2,-1,0,0,-1,1,1,1,1,1,1,1,1,1,1,0,0,2,2,1,0,5,0
774,1,1,-1,-2,2,-1,-1,-1,0,0,-1,-1,1,1,-1,1,1,0,1,1,1,0,0,1,-1,0,1,2,0
775,1,2,-1,-1,2,1,1,1,1,-1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,2,0,1,4,-1
776,-2,-2,2,-2,-2,-1,2,-1,0,0,1,-1,-1,-1,1,-2,-2,-1,-2,-1,-1,0,0,1,1,-1,-1,0.5,0
777,2,2,1,1,2,1,-2,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,-1,2,-1
778,1,1,2,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,5,0
779,-2,-1,2,2,-2,-1,2,-1,0,0,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,0,0,-2,1,0,1,0.5,-1
780,1,2,1,1,1,1,2,-1,0,0,-1,1,1,1,1,1,1,1,1,1,-1,0,0,1,-1,-1,0,4,0
781,1,2,2,1,2,1,2,-1,0,0,1,1,-1,-1,1,-1,1,1,0,1,-1,0,0,-2,-2,0,1,4,0
782,1,1,2,2,1,1,-1,1,2,0,-1,1,1,0,1,1,1,1,1,1,1,0,0,-1,2,-1,-1,0.5,0
783,2,2,1,1,2,1,2,-1,0,0,-1,1,1,1,1,-1,1,1,1,1,1,0,0,1,2,1,0,0.5,1
784,1,-1,1,2,-1,1,2,1,2,0,0,1,1,-1,1,1,1,1,1,1,1,0,0,-1,1,0,0,5,-1
785,1,2,2,1,2,1,2,1,1,1,-1,1,1,1,-1,1,1,1,1,1,-1,1,-1,1,-2,0,1,4,0
786,1,1,2,2,1,1,2,1,2,0,-1,1,1,1,1,1,1,1,1,1,1,0,0,-1,1,-1,1,2,-1
787,-2,1,2,2,1,1,2,-1,0,0,1,1,1,-1,1,1,1,1,1,-1,0,0,0,1,-1,0,1,0.5,0
788,2,2,2,2,2,1,2,-1,0,0,-1,0,1,1,-1,1,1,1,1,1,1,0,0,2,2,0,0,0.5,0
789,2,1,2,2,2,1,2,-1,0,0,0,1,1,-1,1,1,1,1,1,1,1,0,0,1,0,-1,1,1,0
790,2,2,1,1,1,1,2,-1,0,0,-1,1,1,1,-1,1,1,1,1,1,1,0,0,-1,2,1,0,5,1
791,2,2,1,1,-2,1,-2,-1,0,0,-1,1,1,-1,1,1,1,1,0,1,1,0,0,1,1,1,0,2,0
792,2,2,1,2,1,1,2,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,0,0,1,2,0,1,2,0
793,2,2,2,1,1,1,2,-1,0,0,-1,1,1,-1,-1,1,1,1,1,1,1,0,0,1,2,0,0,2,0
794,1,-2,-2,-2,1,1,1,-1,0,0,0,1,1,1,-1,1,1,1,1,1,1,0,0,-1,2,0,1,0,-1
795,-1,1,1,2,-2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,0,1,2,-1
796,1,2,-1,2,-2,1,2,1,1,1,0,1,1,-1,-1,1,1,1,1,1,1,1,1,2,2,0,1,2,1
797,2,2,1,1,1,1,2,1,1,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,-1,2,2,0,-1,0.5,-1
798,1,-1,2,1,-1,1,-1,1,2,0,-1,1,1,1,1,1,1,1,1,1,1,0,0,-2,-2,1,1,3,-1
799,-2,-1,1,-1,-1,-1,2,1,1,1,1,-1,-1,-1,1,1,1,0,0,1,-1,-1,-1,-2,-1,0,1,2,-1
800,-1,1,2,1,-1,1,1,-1,0,0,-1,1,1,1,-1,1,1,1,1,1,1,0,0,-1,1,0,0,2,0
801,1,2,2,1,1,1,2,1,2,0,-1,1,1,1,1,1,1,1,-1,1,1,0,0,2,2,0,-1,5,-1
802,1,2,2,1,1,1,1,1,2,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,2,-1,1,2,-1
803,-1,2,2,-1,-2,1,1,1,2,0,1,-1,-1,-1,-1,1,1,-1,-1,1,-1,0,0,-2,2,0,0,1,-1
804,2,1,2,1,2,1,2,1,2,0,-1,1,1,1,1,1,1,1,1,1,1,0,0,2,-2,0,1,1,-1
805,2,1,1,1,-1,1,2,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,0,0,2,-2,-1,0,0,-1
806,1,-2,2,2,-2,-1,2,1,2,0,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,0,-2,-2,0,-1,0.5,-1
807,-2,2,2,2,-2,-1,2,1,1,1,0,1,1,-1,1,-1,1,-1,-1,-1,-1,1,-1,-2,-1,0,1,2,-1
808,1,2,2,2,2,1,2,1,1,1,0,1,1,-1,0,1,1,1,1,1,-1,0,0,2,-2,0,1,0,1
809,-2,-2,2,1,-2,-1,-2,-1,0,0,1,1,-1,-1,1,-1,1,-1,-1,1,-1,0,0,-2,1,-1,0,0.5,0
810,1,2,2,1,-2,1,2,-1,0,0,1,1,1,-1,-1,1,1,1,1,1,1,0,0,2,1,1,0,2,-1
811,1,2,1,-1,1,1,1,1,2,0,-1,1,1,1,1,1,1,1,1,1,1,0,0,1,2,-1,1,2,0
812,1,1,2,1,2,1,-1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,2,-1,0,1,2,-1
813,2,1,2,2,2,1,2,1,2,0,-1,1,1,0,1,1,1,0,1,1,-1,0,0,2,2,-1,-1,2,-1
814,-1,2,2,2,-1,1,-1,1,2,0,-1,1,1,1,1,1,1,1,1,1,1,0,0,2,1,1,1,5,0
815,2,2,2,2,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,-1,2,-1,1,5,0
816,-2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,-1,-2,2,-1,-1,1,0
817,1,2,1,-1,-1,-1,1,-1,0,0,1,1,-1,-1,1,1,1,1,1,1,-1,0,0,2,-1,0,-1,0.5,-1
818,2,2,-1,-1,2,-1,2,-1,0,0,-1,1,1,1,-1,1,1,1,1,1,1,0,0,2,1,1,1,5,-1
819,1,2,1,1,1,1,2,1,2,0,-1,1,1,1,1,1,1,1,1,1,1,0,0,2,1,1,1,3,-1
820,-2,2,2,2,1,-1,-1,-1,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-2,1,1,1,0,-1
821,-1,2,2,-1,2,1,1,-1,0,0,-1,1,-1,-1,0,1,1,-1,-1,1,1,0,0,1,2,0,0,3,1
822,0,0,0,0,0,1,0,1,2,0,0,1,1,1,1,1,1,0,1,1,-1,0,0,1,-2,0,0,0,-1
823,2,2,2,2,1,1,1,1,1,-1,0,1,1,1,-1,1,1,1,1,1,1,1,1,2,2,0,0,5,0
824,2,2,2,-2,-2,1,-2,1,1,1,1,-1,-1,-1,-2,1,-2,-2,-2,1,1,-1,-1,0,1,-1,1,5,-1
825,-1,2,2,2,1,1,2,1,2,0,-1,1,1,1,1,1,1,1,1,1,1,0,0,1,2,0,1,2,-1
826,2,2,-1,-1,2,-1,2,1,1,1,0,1,1,1,1,1,1,1,-1,-1,-1,1,-1,2,1,0,1,0.5,0
827,1,2,-1,1,-1,1,1,1,2,0,1,1,1,-1,0,1,1,1,1,1,1,0,0,1,-1,0,1,0.5,0
828,2,-2,2,-1,1,1,2,-1,0,0,-1,1,1,-1,1,1,1,1,1,1,1,0,0,1,1,1,0,3,-1
829,2,2,1,1,1,1,-2,1,1,-1,0,1,1,-1,1,1,1,1,1,1,1,0,0,2,2,-1,1,2,-1
830,0,2,1,-2,0,1,-2,-1,0,0,1,1,1,-1,1,1,1,0,1,1,-1,0,0,-1,-1,-1,-1,0.5,0
831,-2,1,2,2,-2,0,2,1,1,1,-1,-1,-1,-1,1,1,1,0,-1,-1,-1,-1,-1,1,1,0,-1,0.5,-1
832,-1,-1,-1,-1,-1,1,1,1,2,0,-1,1,1,1,-1,1,1,1,1,1,1,0,0,-1,1,0,1,1,-1
833,1,1,2,2,2,1,2,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,2,-1
834,2,2,2,2,2,0,1,1,2,0,0,1,1,1,1,1,1,1,0,1,1,0,0,2,0,0,-1,0.5,-1
835,1,2,1,1,2,1,-1,1,1,-1,0,1,1,-1,-1,1,1,1,1,1,-1,0,0,1,-1,1,1,5,0
836,-1,2,2,-1,2,1,1,-1,0,0,-1,1,1,1,1,1,1,1,1,1,1,0,0,2,1,1,0,2,1
837,-1,2,2,1,1,1,-1,-1,0,0,-1,1,1,-1,-1,1,1,1,1,1,-1,0,0,1,1,-1,0,2,1
838,1,-1,2,2,2,-1,2,1,2,0,-1,1,1,1,1,1,1,-1,1,-1,-1,0,0,1,1,-1,1,2,0
839,2,-1,2,2,-2,1,2,1,2,0,-1,-1,1,1,-1,1,1,-1,1,1,-1,0,0,-1,0,-1,1,2,-1
840,-2,1,2,2,-2,-1,2,1,2,0,1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,0,0,1,-2,0,-1,0.5,-1
841,-2,2,-1,1,1,1,-1,1,2,0,-1,1,1,-1,1,1,1,1,1,-1,1,0,0,2,-2,0,1,5,-1
842,1,1,2,1,2,1,1,-1,0,0,0,1,1,1,-1,1,1,-1,0,1,1,0,0,2,-2,0,0,4,-1
843,1,2,2,2,2,1,1,1,1,-1,-1,1,1,-1,1,1,1,1,1,1,1,1,-1,2,2,0,1,2,-1
844,2,1,2,2,2,1,1,1,1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,0,1,3,-1
845,1,2,2,2,2,1,2,1,2,0,-1,1,1,1,1,1,1,1,1,1,1,0,0,-1,1,0,1,1,-1
846,1,2,2,2,1,1,1,1,1,1,0,1,1,-1,1,1,1,1,0,1,1,0,0,-1,-2,0,1,0.5,0
847,-1,2,-2,0,2,1,2,-1,0,0,-1,0,-1,1,1,1,-1,1,-1,-1,1,0,0,2,-2,0,-1,0.5,1
848,1,2,2,1,2,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,0,0,1,1,0,1,0.5,-1
849,-2,-2,2,-1,-2,1,2,1,1,-1,1,1,-1,-1,1,1,1,1,1,-1,-1,1,1,1,2,0,1,2,-1
850,1,2,2,1,2,-1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,0,0,2,1,0,-1,0.5,-1
851,0,0,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,-1,0,-1,-1,0,0,-2,-2,0,0,0,0
852,1,-1,2,1,1,1,-2,-1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,-2,1,-1,1,5,0
853,2,1,-1,-2,2,1,-1,-1,0,0,-1,1,1,1,-1,1,1,1,1,1,1,0,0,2,2,1,1,4,0
854,1,-2,2,2,-1,1,2,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-2,2,1,1,3,-1
855,-2,-2,2,2,0,1,2,1,2,0,0,1,1,-1,1,1,1,-1,1,1,-1,0,0,2,1,0,-1,0.5,0
856,1,2,1,2,-2,1,2,-1,0,0,-1,1,1,1,1,1,1,1,1,1,1,0,0,-1,2,-1,1,2,0
857,0,-1,0,-2,-2,1,-2,-1,0,0,1,-1,-1,-1,-1,-1,-2,-2,-1,-1,-1,0,0,1,-2,-1,0,0,0
858,1,2,2,1,-1,1,2,1,1,1,1,1,-1,-1,1,1,1,-1,1,1,-1,0,0,2,2,1,1,3,1
859,1,1,2,2,1,1,1,1,2,0,-1,1,1,1,-1,1,1,1,1,1,1,0,0,1,1,0,1,2,-1
860,1,1,2,2,1,-1,2,1,2,0,1,1,1,-1,1,1,1,-1,-1,-1,-1,0,0,2,-2,0,-1,0.5,-1
