,Q1A,Q1B,Q1C,Q1D,Q1E,Q3,Q5B,Q6,Q7,Q11A,Q12,Q13A,Q13B,Q13C,Q14A,Q14B,Q14C,Q14D,Q14E,Q16,Q17,Q21A,Q21D,Q24A,Q27C,Q30,Q34,Q35,Q41B
1033,2,2,2,2,2,1,2,-1,0,0,-1,-1,-1,-1,1,1,1,1,-1,1,1,0,0,2,2,-1,0,0.5,1
1034,1,0,-1,1,2,1,1,-1,0,0,-1,1,1,1,-1,1,1,0,1,1,1,0,0,-2,-2,0,-1,2,-1
1035,2,2,1,2,2,1,1,1,1,-1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,2,1,0,1,2,-1
1036,0,1,2,2,-1,1,2,1,2,0,-1,1,1,0,-1,1,1,1,-1,-1,-1,0,0,0,-2,0,-1,0.5,-1
1037,-2,2,2,2,2,1,2,-1,0,0,-1,1,1,1,1,1,1,1,1,1,-1,0,0,2,2,-1,-1,1,0
1038,2,1,2,2,2,1,2,1,1,1,0,1,1,-1,1,1,1,1,1,1,1,1,1,1,2,0,1,2,0
1039,-1,1,2,2,1,-1,2,-1,0,0,0,1,1,1,1,-1,1,-1,-1,-1,-1,0,0,1,-1,-1,0,0,0
1040,2,-1,2,2,-2,-1,2,1,2,0,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,0,2,-2,0,-1,2,-1
1041,-1,-1,2,2,-1,-1,-2,-1,0,0,0,1,-1,-1,-1,1,1,0,1,1,-1,0,0,-2,-2,1,0,4,0
1042,2,2,1,1,2,1,2,-1,0,0,-1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,-1,0,5,-1
1043,2,2,2,1,2,1,-1,-1,0,0,-1,1,1,1,-1,1,1,1,1,1,1,0,0,2,1,1,1,5,0
1044,2,1,2,2,1,1,2,1,1,-1,-1,1,1,-1,-1,1,1,1,1,1,1,-1,1,2,1,0,1,3,0
1045,2,2,1,1,1,1,1,-1,0,0,0,1,1,-1,1,1,1,1,1,1,1,0,0,1,1,1,0,3,0
1046,1,1,2,2,1,1,1,1,1,1,0,1,1,-1,1,1,1,1,-1,1,1,0,0,-1,-2,0,-1,0.5,-1
1047,2,2,-1,1,2,1,-2,1,1,-1,0,1,1,1,-1,1,1,1,1,1,1,0,0,2,1,0,-1,0.5,1
1048,2,2,0,2,2,1,2,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,-1,1,2,-2,0,1,1,0
1049,2,1,-2,-1,1,1,2,1,1,1,1,1,-1,-1,1,1,1,1,1,1,-1,0,0,2,2,1,1,5,0
1050,0,2,2,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,2,0,1,5,0
1051,2,-1,-2,2,-1,1,2,-1,0,0,-1,1,1,1,1,1,1,1,1,1,1,0,0,2,2,1,0,4,-1
1052,1,2,2,2,2,1,2,1,2,0,0,1,1,1,1,1,1,1,1,1,1,0,0,2,1,0,1,0.5,0
1053,2,-1,2,1,-1,-1,2,1,2,0,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,0,0,-2,2,0,-1,0.5,-1
1054,1,2,1,2,1,1,2,1,2,0,0,1,1,-1,1,1,1,1,1,1,-1,0,0,1,-2,-1,1,4,-1
1055,2,2,2,2,2,1,2,-1,0,0,-1,1,1,-1,-1,1,1,1,1,1,1,0,0,-2,2,-1,0,2,-1
1056,1,0,-1,1,1,1,2,-1,0,0,-1,1,-1,-1,1,1,1,1,1,1,1,0,0,-2,-2,-1,0,0,0
1057,0,0,0,0,0,-1,0,1,2,0,0,1,-1,-1,-1,1,1,0,-1,0,-1,0,0,1,1,0,-1,0.5,-1
1058,2,-2,-2,2,-1,-1,2,-1,0,0,1,-1,-1,-1,1,0,-1,1,-1,1,-1,0,0,2,1,0,1,1,0
1059,1,2,-1,2,-1,1,2,1,1,1,1,1,1,1,-1,1,1,0,1,1,1,0,0,2,1,0,1,2,-1
1060,-1,2,2,1,1,1,2,-1,0,0,1,1,1,-1,-1,1,1,-1,1,1,1,0,0,2,1,-1,0,5,-1
1061,2,2,1,1,1,1,-1,-1,0,0,-1,1,1,-1,-1,1,1,1,1,1,1,0,0,1,2,-1,0,2,0
1062,2,-1,2,2,2,1,2,1,2,0,-1,1,1,-1,1,1,1,1,-1,1,-1,0,0,2,0,0,1,2,-1
1063,1,-2,2,1,-2,-1,2,1,2,0,0,-1,-1,-1,1,-2,1,-2,-2,-1,-1,0,0,2,0,0,0,0,-1
1064,1,1,2,-1,-1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,0,0,2,-1,0,1,4,1
1065,1,2,-1,-1,2,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,-1
1066,1,2,2,2,2,-1,2,1,2,0,0,1,1,-1,1,1,1,1,1,1,0,0,0,1,0,-1,-1,0.5,0
1067,2,-2,1,-2,2,-1,2,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,2,-2,1,1,5,-1
1068,1,1,2,2,1,1,2,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,0,1,3,-1
1069,2,1,2,2,2,1,-1,-1,0,0,0,1,1,-1,1,1,1,1,1,1,1,0,0,2,0,-1,0,2,-1
1070,-2,2,2,2,2,1,1,1,1,-1,-1,1,1,-1,1,1,1,0,1,1,-1,0,0,-1,-2,0,1,0.5,1
1071,-1,-2,2,2,-1,-1,-2,1,2,0,-1,1,1,1,1,1,1,1,1,1,1,0,0,-2,2,-1,1,0,1
1072,2,-1,2,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,-1,1,0.5,0
1073,1,1,-2,-1,1,1,-2,1,1,1,0,1,1,1,-1,1,1,1,1,1,1,-1,-1,-1,-2,0,1,4,0
1074,0,2,1,-1,0,1,-1,1,2,0,-1,1,1,-1,1,1,1,0,-1,1,-1,0,0,1,1,0,1,5,-1
1075,-2,2,-2,2,-2,-1,2,1,1,1,1,1,1,-1,1,-2,1,-1,-1,1,-1,0,0,2,2,-1,1,4,-1
1076,1,1,2,2,1,1,-2,1,2,0,-1,1,1,-1,1,1,1,-1,-1,1,-1,0,0,2,1,1,1,5,0
1077,1,1,0,-1,-1,1,-1,1,1,-1,0,1,1,-1,1,1,1,-1,1,1,1,1,1,1,-1,0,1,0.5,0
1078,1,-1,2,2,1,1,2,1,1,1,-1,1,1,-1,1,1,1,1,1,1,-1,1,-1,2,1,0,1,0.5,-1
1079,1,1,1,2,1,1,2,1,1,-1,-1,1,1,-1,-1,1,1,1,1,1,1,0,0,1,1,0,1,3,0
1080,2,0,1,1,-1,0,2,1,1,1,-1,1,1,1,1,1,1,0,-1,-1,-1,1,1,2,1,0,-1,0.5,-1
1081,1,1,2,2,1,1,-1,1,1,1,0,1,1,-1,-1,1,1,1,1,1,-1,1,-1,-2,1,1,1,3,0
1082,1,1,2,2,2,-1,2,1,1,1,1,1,-1,-1,1,1,1,1,1,1,-1,0,0,1,-1,0,-1,0.5,-1
1083,2,2,2,-2,2,1,2,1,2,0,-1,1,1,0,1,1,1,1,1,1,1,0,0,2,2,0,-1,1,-1
1084,2,2,2,2,2,1,2,1,2,0,1,1,1,-1,1,1,1,0,0,-1,-1,0,0,-2,1,0,-1,0.5,-1
1085,-1,2,1,-1,-1,1,1,-1,0,0,-1,1,1,-1,1,1,1,1,1,1,1,0,0,-2,1,1,0,0,0
1086,2,2,-2,-2,2,1,-2,-1,0,0,-1,1,1,1,1,1,1,1,1,1,1,0,0,2,2,0,-1,0,0
1087,2,2,-1,-1,-1,1,2,-1,0,0,-1,1,1,1,-1,1,1,1,1,1,0,0,0,2,1,1,0,2,-1
1088,2,2,2,2,-2,1,-2,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,2,1,0,1,2,-1
1089,2,2,2,2,2,1,2,1,2,0,1,1,-1,-1,1,-2,1,1,1,1,1,0,0,-2,-2,1,1,5,0
1090,2,1,1,2,1,1,2,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,0,0,-1,-2,0,1,4,-1
1091,2,2,1,1,2,1,2,-1,0,0,0,1,1,1,-1,1,1,1,1,1,1,0,0,1,0,0,0,0,-1
1092,1,-1,1,1,-1,0,1,-1,0,0,-1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,0,-1,0.5,-1
1093,1,1,2,-2,1,-1,-2,-1,0,0,0,1,1,-1,1,1,1,1,1,1,1,0,0,2,2,1,0,0.5,-1
1094,2,2,2,1,1,1,2,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,0,0,2,2,0,1,2,-1
1095,1,1,2,2,2,1,1,-1,0,0,-1,1,1,1,1,1,1,1,1,-1,1,0,0,1,1,1,1,4,-1
1096,1,2,1,1,1,-1,-1,-1,0,0,0,1,-1,-1,1,1,1,1,1,1,-1,0,0,-1,1,-1,0,0,0
1097,-2,2,-2,-2,2,1,-2,1,2,0,-1,1,1,1,1,1,1,1,1,1,1,0,0,2,2,0,0,5,-1
1098,1,2,2,2,1,0,1,-1,0,0,0,1,0,0,1,1,1,-1,0,1,0,0,0,1,-1,0,-1,1,-1
1099,1,1,2,2,2,1,2,1,2,0,-1,1,-1,-1,1,1,1,1,1,1,1,0,0,1,-1,0,1,1,-1
1100,2,2,2,2,1,1,1,1,2,0,-1,1,1,1,1,1,1,1,1,1,1,0,0,1,-1,-1,1,0.5,-1
1101,1,1,1,1,1,1,2,1,1,1,-1,1,1,-1,-1,1,1,-1,-1,1,-1,1,1,1,2,0,1,2,-1
1102,-2,-2,2,-2,-1,1,-1,1,1,-1,0,1,1,1,0,1,1,1,-1,1,1,1,1,-1,2,0,0,3,-1
1103,-1,1,1,1,2,-1,2,1,1,-1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,0.5,0
1104,-2,-2,2,2,-2,1,2,1,1,1,-1,1,1,-1,1,1,1,1,1,-1,-1,1,1,-2,-2,0,1,0.5,-1
1105,-2,-1,2,2,1,-1,1,-1,0,0,1,1,-1,-1,1,1,1,-1,-1,1,-1,0,0,-1,-1,1,0,3,0
1106,-2,-2,1,1,1,1,1,1,2,0,-1,1,1,-1,-1,1,1,1,1,1,1,0,0,1,2,0,1,4,-1
1107,-1,1,2,2,-1,1,2,-1,0,0,-1,1,1,-1,1,1,1,1,1,1,-1,0,0,-1,-1,0,-1,0.5,-1
1108,2,2,-1,-1,2,1,-1,-1,0,0,-1,1,1,1,-1,1,1,1,1,1,1,0,0,2,2,1,0,5,0
1109,1,-1,2,-1,2,1,2,-1,0,0,-1,1,1,-1,1,1,1,1,1,1,1,0,0,-1,1,-1,0,0.5,-1
1110,-1,2,-2,2,1,1,2,-1,0,0,-1,1,1,-1,-1,1,1,1,1,1,1,0,0,2,-2,1,0,3,-1
1111,-1,1,2,2,2,1,2,-1,0,0,-1,1,1,1,-1,1,1,1,1,1,1,0,0,-1,2,-1,1,2,0
1112,-2,-2,2,2,2,1,2,-1,0,0,1,1,-1,-1,1,1,1,1,1,1,-1,0,0,2,2,-1,0,0,0
1113,1,-1,2,2,-1,1,1,1,2,0,-1,1,1,-1,1,1,1,1,1,1,1,0,0,1,2,-1,1,0.5,0
1114,2,2,2,2,2,1,2,1,2,0,-1,1,1,-1,1,1,1,1,1,1,-1,0,0,2,1,0,-1,4,-1
1115,2,1,1,2,-1,1,2,1,1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,-1
1116,0,1,2,-1,2,1,2,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,0,1,3,-1
1117,1,2,-2,1,2,1,0,-1,0,0,0,1,1,1,1,1,1,1,1,1,-1,0,0,2,-2,0,1,2,-1
1118,1,-2,0,2,-1,1,2,1,1,1,-1,1,1,1,-1,1,1,-1,1,1,-1,-1,-1,1,2,0,1,1,0
1119,2,2,1,1,2,1,2,1,2,0,-1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,3,-1
1120,1,2,2,2,1,1,1,1,2,0,-1,1,-1,-1,1,1,1,1,-1,1,-1,0,0,1,2,0,1,0.5,-1
1121,1,-1,1,-1,1,1,1,-1,0,0,0,1,1,-1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0
1122,2,1,2,2,2,1,2,-1,0,0,-1,-1,-1,-1,1,1,1,1,1,1,-1,0,0,-2,2,-1,0,2,0
1123,2,2,1,1,2,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,0,0,1,1,0,1,2,0
1124,2,1,2,2,1,1,2,-1,0,0,1,1,1,-1,1,1,1,1,1,1,1,0,0,2,-1,0,1,1,-1
1125,2,-2,-2,-1,-2,1,2,-1,0,0,1,1,1,-1,1,1,1,1,1,1,1,0,0,2,2,1,0,0.5,0
1126,-1,-1,2,2,2,1,-1,-1,0,0,1,1,1,-1,1,1,1,1,1,1,-1,0,0,-1,-2,0,1,2,-1
1127,-2,1,2,2,-2,1,2,1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,2,-1
1128,1,2,2,2,1,1,2,1,2,0,-1,1,1,-1,1,1,1,1,1,1,1,0,0,2,1,0,0,2,-1
1129,2,1,2,2,2,-1,2,1,2,0,1,1,1,1,1,1,1,1,1,1,-1,0,0,2,1,0,1,1,0
1130,1,2,2,2,2,0,2,1,1,1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,1,-1,-2,-2,-1,1,2,-1
1131,1,2,2,2,1,1,1,-1,0,0,-1,1,1,-1,1,1,1,1,1,1,1,0,0,2,2,1,0,5,-1
1132,1,2,1,-1,-2,1,-1,1,1,-1,0,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,3,-1
1133,2,1,2,2,1,-1,2,1,1,1,-1,-1,1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,2,1,-1,1,5,-1
1134,-1,1,2,-1,2,1,-2,-1,0,0,1,1,-1,-1,1,1,1,1,1,1,1,0,0,1,1,0,1,3,0
1135,2,2,2,2,-1,1,2,1,1,1,-1,1,1,-1,1,1,1,1,1,1,-1,1,-1,2,-2,-1,0,2,0
1136,1,1,1,-1,1,1,2,-1,0,0,-1,1,1,-1,1,1,1,-1,1,1,1,0,0,2,2,0,1,3,0
1137,2,2,2,2,1,1,-1,1,1,1,-1,1,1,-1,1,1,1,0,0,1,-1,1,1,2,1,0,-1,0.5,0
1138,2,2,2,1,2,1,1,-1,0,0,0,1,1,1,-1,1,1,1,1,1,1,0,0,1,2,1,0,2,0
1139,2,2,-2,-2,2,-1,1,-1,0,0,-1,1,1,1,-1,1,1,1,1,1,-1,0,0,1,2,1,0,5,-1
1140,-2,2,2,2,1,1,2,1,1,1,0,1,1,-1,1,1,1,1,-1,1,-1,0,0,-2,0,0,-1,0.5,0
1141,2,1,2,2,2,1,2,1,2,0,-1,1,1,1,1,1,1,1,1,1,1,0,0,1,2,-1,-1,3,-1
1142,2,-1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,1,-1,2,1,0,1,1,-1
1143,1,2,-1,-2,1,-1,2,-1,0,0,0,-1,-1,-1,-1,-1,1,-1,-1,1,1,0,0,2,1,-1,0,4,-1
1144,-1,2,1,1,1,1,1,-1,0,0,-1,1,1,-1,1,1,1,1,1,1,1,0,0,2,1,1,0,0.5,0
1145,1,2,1,2,1,1,2,-1,0,0,-1,1,1,1,-1,1,1,-1,1,1,1,0,0,2,1,1,0,3,0
1146,2,2,-1,-1,2,1,2,-1,0,0,0,1,1,1,-1,1,1,-1,1,1,1,0,0,2,2,0,1,0,1
1147,-1,2,2,-2,2,1,2,1,1,-1,-1,1,1,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1,0,3,1
1148,-2,2,-2,-2,2,1,-2,-1,0,0,0,1,1,1,1,1,-1,1,1,1,1,0,0,-2,2,-1,0,0,0
1149,1,2,1,2,2,1,2,1,1,-1,0,1,1,1,0,1,1,0,0,1,1,-1,-1,2,1,0,1,4,-1
1150,-2,-2,2,-2,-2,0,-1,1,2,0,0,1,1,-1,-1,1,1,1,1,1,1,0,0,1,1,0,0,0,-1
1151,-2,2,-2,-1,2,1,-2,1,2,0,-1,1,1,1,1,-2,1,1,1,1,1,0,0,2,2,0,1,5,-1
1152,2,1,1,-1,2,1,-2,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,0,0,1,-1,0,1,2,-1
1153,-1,2,2,1,0,1,-2,-1,0,0,0,1,1,-1,1,1,1,1,1,1,1,0,0,1,2,0,1,2,0
1154,2,2,1,2,2,1,2,1,2,0,-1,1,1,1,1,1,1,1,1,1,1,0,0,1,-1,0,-1,0.5,-1
1155,-2,2,1,2,-2,1,-2,1,2,0,-1,1,1,1,-1,0,1,1,1,1,-1,0,0,0,0,0,1,2,0
1156,1,1,-1,2,-1,1,-1,1,2,0,0,-1,-1,-1,1,1,1,1,1,1,1,0,0,-1,-1,-1,1,3,-1
1157,-1,1,2,2,1,-1,2,1,1,1,-1,1,1,-1,1,-1,1,-1,-1,1,-1,1,-1,-2,-1,-1,-1,0.5,0
1158,1,2,1,2,-1,1,1,1,1,-1,1,1,-1,-1,1,1,0,1,1,1,-1,0,0,1,-1,0,1,0,-1
1159,-1,2,2,1,-1,1,1,-1,0,0,0,1,1,-1,1,1,1,1,1,1,1,0,0,-1,1,-1,0,0,0
1160,-1,1,2,2,-2,-1,2,1,1,1,1,1,-1,-1,1,1,1,1,1,-1,-1,1,-1,1,-2,0,1,2,-1
1161,1,-2,2,1,-2,1,1,-1,0,0,-1,-1,-1,-1,1,1,1,1,1,-1,-1,0,0,1,1,-1,0,0,0
1162,2,2,2,2,2,1,2,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,2,0,1,2,-1
1163,-1,-1,2,2,-2,-1,2,1,1,1,1,-1,-1,-1,-2,-1,1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0
1164,2,2,2,-1,1,-1,1,1,2,0,1,0,0,0,1,1,0,-1,-1,1,-1,0,0,1,2,0,1,5,-1
1165,2,2,2,2,1,1,1,-1,0,0,0,1,1,1,-1,1,1,1,1,-1,1,0,0,2,2,-1,0,5,-1
1166,2,2,-2,2,2,1,-2,-1,0,0,-1,1,-1,-1,-1,1,1,1,-1,1,1,0,0,-2,-2,0,1,0,-1
1167,2,2,2,1,2,1,2,-1,0,0,-1,1,1,-1,-1,1,1,1,1,1,1,0,0,2,2,-1,0,0,0
1168,1,2,2,-2,1,1,2,1,1,-1,0,1,1,-1,1,1,1,1,1,1,1,0,0,2,2,1,1,4,-1
1169,2,2,1,-1,2,1,1,1,1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,1,0,-1
1170,2,2,2,1,1,1,2,-1,0,0,-1,1,1,-1,1,1,1,1,1,1,1,0,0,1,2,1,0,2,0
1171,1,2,2,2,1,1,2,-1,0,0,0,1,1,-1,-1,1,1,1,1,1,1,0,0,1,1,1,0,2,0
1172,-2,2,2,2,2,-1,2,-1,0,0,-1,1,-1,-1,1,1,1,1,0,1,0,0,0,-2,-2,-1,-1,0.5,0
1173,1,1,2,2,1,1,2,1,1,1,0,1,0,-1,1,1,1,1,-1,-1,-1,0,0,1,1,0,1,2,-1
1174,2,-1,2,2,2,1,2,1,2,0,0,1,1,1,1,1,1,1,1,1,1,0,0,-2,1,0,1,4,-1
1175,-2,1,2,2,-2,1,2,-1,0,0,0,1,1,-1,1,1,1,1,1,1,1,0,0,-2,1,-1,0,2,1
1176,1,1,2,1,1,1,2,1,1,1,0,0,0,-1,1,1,1,1,-1,1,-1,1,-1,-1,1,0,-1,0.5,0
1177,1,2,1,1,-1,1,1,-1,0,0,-1,1,-1,-1,1,1,1,1,1,1,-1,0,0,1,1,-1,0,2,1
1178,2,1,2,1,0,1,2,-1,0,0,0,1,1,1,-1,1,1,1,1,1,-1,0,0,2,-1,-1,1,5,0
1179,1,2,2,2,2,1,2,1,1,-1,0,1,1,0,1,1,1,1,1,1,-1,1,-1,2,1,0,1,2,-1
1180,1,-1,1,-1,2,1,2,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,0,0,2,1,0,1,2,-1
1181,1,2,2,2,2,1,2,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,2,-2,0,1,2,-1
1182,1,1,2,2,1,1,2,1,1,1,-1,1,1,-1,1,1,1,-1,-1,1,-1,0,0,2,2,0,1,1,-1
1183,2,2,2,-1,1,1,2,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,0,0,2,2,0,0,4,0
1184,1,1,1,2,1,1,-2,1,1,1,-1,1,1,0,1,1,1,0,1,1,-1,1,1,0,-2,1,1,5,-1
1185,2,2,1,1,2,1,2,1,1,-1,-1,1,1,-1,1,1,1,1,1,1,1,0,0,-1,2,0,1,2,-1
1186,2,2,1,-1,2,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,0,0,1,1,0,0,4,0
1187,1,2,1,1,2,1,2,1,2,0,-1,1,1,1,1,1,1,1,1,1,1,0,0,2,-1,0,1,1,-1
1188,2,1,2,2,1,1,2,-1,0,0,0,1,1,-1,1,1,1,1,1,1,-1,0,0,1,1,-1,0,2,-1
1189,1,2,2,2,1,1,2,1,2,0,-1,1,1,1,1,1,1,1,1,1,-1,0,0,-2,2,0,-1,0.5,0
1190,1,1,1,2,-1,1,1,1,1,-1,0,1,1,-1,1,1,1,1,1,-1,1,-1,-1,1,1,0,1,1,-1
1191,-2,-2,2,1,-2,1,2,1,2,0,0,1,1,-1,-1,1,1,1,1,1,1,0,0,1,-1,1,1,1,-1
1192,2,2,1,2,2,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,0,-1,0.5,0
1193,1,2,2,-1,-1,1,1,1,1,1,0,1,1,-1,1,1,1,-1,-1,1,1,1,-1,2,1,0,1,2,-1
1194,2,1,2,2,2,1,2,1,1,1,-1,1,1,-1,1,1,1,-1,-1,1,-1,1,1,-1,1,1,0,4,0
1195,2,2,2,2,2,1,2,1,1,1,-1,1,1,-1,1,1,1,1,1,1,-1,1,1,1,-2,0,1,5,-1
1196,2,1,2,-1,-1,-1,2,1,1,1,0,0,0,-1,1,-1,1,-1,0,-1,-1,-1,-1,-1,-1,0,1,4,-1
1197,2,2,1,-1,2,1,1,-1,0,0,1,1,1,1,-1,1,1,1,1,1,1,0,0,1,2,1,0,5,0
1198,1,-1,1,-1,-1,1,1,-1,0,0,0,1,1,-1,1,1,1,-1,1,1,-1,0,0,1,1,0,1,3,-1
1199,2,2,-1,-1,-1,1,2,-1,0,0,-1,1,1,1,-1,1,1,1,1,1,1,0,0,2,1,1,0,5,0
1200,-1,-1,2,-1,1,-1,-2,-1,0,0,-1,1,1,-1,-1,1,1,1,1,1,-1,0,0,1,1,-1,0,1,0
1201,1,2,1,2,2,-1,1,1,2,0,0,1,1,-1,1,1,1,1,1,0,1,0,0,1,-1,0,1,2,-1
1202,-1,1,2,2,1,1,2,1,2,0,0,1,1,-1,1,1,1,1,1,-1,-1,0,0,1,-1,0,1,3,-1
1203,2,2,2,-2,2,1,2,1,2,0,0,1,1,-1,-1,1,1,1,1,1,1,0,0,2,-2,1,1,3,0
1204,1,1,2,-1,-2,1,1,1,1,1,0,1,1,0,-1,1,1,1,1,1,1,0,0,-1,1,0,1,4,0